#Study : Study 28-03-17 19h04m
#Date : 20170328 19:12:37
#Version : 6.3.6059.1
#TestRunDate : 20170328 19:08:01.306 (-04:00)
#Tracker : Model-Tobii T60, Freq-60Hz, Screen Size(cms)-{Width=33.7, Height=27}, Screen Res-{Width=1920, Height=1080}, Distance(Resp)-60cm 

StudyName	ExportDate	Name	Age	Gender	StimulusName	SlideType	EventSource	Timestamp	MediaTime	TimeSignal	GazeLeftx	GazeLefty	GazeRightx	GazeRighty	PupilLeft	PupilRight	DistanceLeft	DistanceRight	CameraLeftX	CameraLeftY	CameraRightX	CameraRightY	ValidityLeft	ValidityRight	GazeX	GazeY	GazeAOI	InterpolatedGazeX	InterpolatedGazeY	GazeEventType	GazeVelocityAngle	SaccadeSeq	SaccadeStart	SaccadeDuration	FixationSeq	FixationX	FixationY	FixationStart	FixationDuration	FixationAOI	PostMarker	Annotation	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828278		26879	349	980	457	883	3.263931	3.19812	766.7143	765.0593	0.7090549	0.5808144	0.5682685	0.5843557	0	0	403	932		403	932		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828308		26908	402	1021	440	871	3.299973	3.212494	766.7809	764.376	0.7095284	0.58111	0.5687421	0.584524	0	0	421	946		421	946		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828337		26935	398	1027	455	887	3.379883	3.2314	766.7324	764.5374	0.7099586	0.5813595	0.56907	0.5846415	0	0	426	957		426	957		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828366		26965	420	1012	510	880	3.325546	3.220276	767.0053	764.5251	0.7104465	0.5815058	0.5694737	0.5846781	0	0	465	946		465	946		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828395		26994	418	1018	415	837	3.293716	3.132996	767.09	764.693	0.7108906	0.5816507	0.5698431	0.5846964	0	0	416	928		416	928		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828425		27023	391	993	409	870	3.304611	3.149933	767.2199	764.7792	0.711282	0.5819029	0.5702348	0.5847468	0	0	400	932		400	932		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828454		27053	388	1010	441	869	3.331146	3.316254	767.3018	764.8386	0.7117521	0.5821277	0.5706319	0.5848084	0	0	414	940		414	940		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828483		27081	171	805	349	730	3.211197	3.312347	767.8585	764.9051	0.712754	0.5811498	0.5717937	0.5835555	0	0	260	768		260	768		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828512		27111	224	684	332	627	3.255707	3.263321	767.9886	764.9794	0.7131838	0.5810031	0.5722486	0.5831509	0	0	278	656		278	656		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828541		27140	188	710	324	615	3.32724	3.27533	767.805	764.8146	0.7137811	0.5815057	0.5727261	0.5834312	0	0	256	662		256	662		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828570		27168	203	675	314	611	3.280502	3.292267	768.1201	764.6986	0.7144347	0.5821279	0.5733519	0.5838384	0	0	258	643		258	643		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828599		27198	196	681	286	591	3.258194	3.219879	768.086	764.3752	0.7151806	0.5829403	0.5740305	0.5843352	0	0	241	636		241	636		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828629		27226	228	687	335	583	3.294693	3.191971	768.1251	764.6265	0.7159059	0.583743	0.5747432	0.5848212	0	0	282	635		282	635		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828657		27256	192	689	294	544	3.314285	3.040909	768.4123	764.6389	0.7166769	0.5846295	0.5755596	0.5853158	0	0	243	616		243	616		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828686		27285	217	671	333	644	3.318832	3.377655	768.6906	764.5663	0.7174429	0.585469	0.5763991	0.5855802	0	0	275	658		275	658		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828716		27314	200	679	381	650	3.37384	3.412933	768.7221	764.5854	0.718237	0.5864567	0.577307	0.585986	0	0	290	664		290	664		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828745		27343	201	685	338	646	3.350067	3.385773	768.7615	764.5203	0.7190803	0.5874737	0.5781906	0.5862956	0	0	270	666		270	666		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828774		27372	176	682	348	646	3.30307	3.392807	768.9656	764.4465	0.7199078	0.5883816	0.5790907	0.5865862	0	0	262	664		262	664		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828806		27402	151	681	316	619	3.377045	3.389801	768.8185	764.3739	0.7207057	0.589113	0.5799057	0.5867316	0	0	234	650		234	650		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828835		27431	194	675	323	606	3.400055	3.310074	769.1558	764.289	0.7212796	0.589591	0.5805392	0.5869033	0	0	258	640		258	640		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828864		27462	204	669	306	626	3.43187	3.476288	769.2297	764.3134	0.7215629	0.5898189	0.5807933	0.5870047	0	0	255	648		255	648		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828893		27492	201	683	269	602	3.397217	3.36441	769.2932	764.2685	0.7215899	0.5898541	0.5808193	0.5870056	0	0	235	642		235	642		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828923		27521	74	1008	53	738	3.242828	3.162689	769.597	764.4431	0.7217956	0.5904941	0.5814121	0.5875058	0	0	64	873		64	873		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828941		27550	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.5818412	0.5881931	4	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828961		27579	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190828997		27604	-1	-1	-1	-1	-1	-1	-1	-1	0.7215889	0.5922256	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829025		27629	-1	-1	-1	-1	-1	-1	-1	-1	0.7216931	0.5921931	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829044		27654	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.5821135	0.5887532	4	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829056		27681	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829088		27706	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.5822194	0.5886632	4	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829111		27731	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829142		27756	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.5825738	0.5884418	4	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829170		27781	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.58269	0.588228	4	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829191		27806	-1	-1	352	1072	-1	2.639481	-1	763.9974	-1	-1	0.5828272	0.5880547	4	0	352	1072		352	1072		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829217		27831	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.582956	0.5876954	4	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829241		27856	-1	-1	16	979	-1	3.57132	-1	763.9609	-1	-1	0.5830778	0.5875074	4	0	16	979		16	979		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829272		27882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.5832146	0.5874316	4	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829293		27907	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.5834354	0.5873756	4	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829317		27933	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829344		27958	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.5838178	0.5873669	4	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829380		27983	-1	-1	-1	-1	-1	-1	-1	-1	0.7240591	0.5912623	0.5835556	0.5873706	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829401		28009	-1	-1	-1	-1	-1	-1	-1	-1	0.7226821	0.5907746	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829426		28037	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829447		28062	-1	-1	-1	-1	-1	-1	-1	-1	0.7197353	0.5899343	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829467		28087	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829495		28112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829534		28137	-1	-1	-1	-1	-1	-1	-1	-1	0.7199555	0.5902092	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829553		28162	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829585		28190	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829614		28217	-1	-1	-1	-1	-1	-1	-1	-1	0.7198716	0.5904173	0.5786176	0.5890623	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829634		28242	-1	-1	-1	-1	-1	-1	-1	-1	0.7192964	0.5903025	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829656		28271	-1	-1	-1	-1	-1	-1	-1	-1	0.7184771	0.5900951	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829680		28297	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829716		28322	-1	-1	-1	-1	-1	-1	-1	-1	0.7167119	0.589779	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829735		28347	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829768		28373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829792		28398	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829802		28424	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829826		28450	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829864		28475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829877		28501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829922		28526	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829941		28552	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190829993		28582	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830024		28608	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830064		28654	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830088		28686	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830123		28725	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830152		28766	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830195		28806	-1	-1	1003	1078	-1	3.045151	-1	765.4553	-1	-1	0.5686318	0.5920908	4	0	1003	1078		1003	1078		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830228		28846	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830255		28868	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830276		28894	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830313		28919	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830345		28944	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830376		28972	-1	-1	-1	-1	-1	-1	-1	-1	0.7117863	0.588103	0.570036	0.5920876	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830399		29002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830429		29032	-1	-1	-1	-1	-1	-1	-1	-1	0.7119021	0.5880365	0.5703272	0.5921831	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830457		29057	-1	-1	-1	-1	-1	-1	-1	-1	0.7118331	0.5879431	0.5702225	0.5922392	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830486		29085	-1	-1	-1	-1	-1	-1	-1	-1	0.7117656	0.5879266	0.5701094	0.5923058	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830516		29114	-1	-1	-1	-1	-1	-1	-1	-1	0.7116159	0.5878968	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830544		29142	-1	-1	-1	-1	-1	-1	-1	-1	0.7115371	0.5878941	0.5699772	0.5924222	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830573		29172	-1	-1	-1	-1	-1	-1	-1	-1	0.7114241	0.5877998	0.569833	0.5924473	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830602		29201	-1	-1	-1	-1	-1	-1	-1	-1	0.7112855	0.5877711	0.5697181	0.5925488	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830631		29230	-1	-1	-1	-1	-1	-1	-1	-1	0.7110846	0.5877073	0.569566	0.592607	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830660		29259	-1	-1	-1	-1	-1	-1	-1	-1	0.7098622	0.5869265	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830686		29288	1368	966	-1	-1	3.261337	-1	765.892	-1	0.707582	0.5852168	-1	-1	0	4	1368	966		1368	966		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830716		29316	1333	969	-1	-1	3.310669	-1	765.9869	-1	0.7065343	0.5844385	-1	-1	0	4	1333	969		1333	969		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830744		29343	1408	850	-1	-1	3.508377	-1	766.1484	-1	0.7058685	0.5841245	-1	-1	0	4	1408	850		1408	850		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830773		29373	1415	817	1316	879	3.453873	2.905899	765.7361	766.9181	0.7049404	0.5837998	0.5632979	0.5912709	0	0	1366	848		1366	848		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830801		29401	1397	765	1422	895	3.605179	3.097977	765.5869	767.0094	0.7040696	0.5835644	0.5623516	0.5915785	0	0	1410	830		1410	830		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830832		29429	1426	689	1367	766	3.55571	3.436615	765.3721	767.1152	0.7031711	0.5834248	0.5614172	0.5919394	0	0	1396	728		1396	728		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830861		29458	1391	668	1369	730	3.5737	3.53154	765.204	767.2207	0.7022433	0.5832263	0.5604566	0.5923428	0	0	1380	699		1380	699		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830889		29488	1510	549	1481	659	3.512756	3.242477	765.4128	767.3671	0.7008582	0.5822346	0.5591607	0.5918416	0	0	1496	604		1496	604		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830925		29517	1677	262	-1	-1	3.177612	-1	765.4254	-1	0.6986271	0.5803456	-1	-1	0	4	1677	262		1677	262		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830953		29546	1890	13	1863	161	3.430176	3.538391	765.7087	769.6141	0.6976817	0.5795363	0.5568643	0.5904138	0	0	1876	87		1876	87		0																	
